,GME,OMCL,M,SAIA,GTLS,NEO,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,DDD,PDCE,SEM,UFPI,ITRI,BCPC,JBT,AEIS,REZI,SIG,TRUP,RRC,CNMD,WTS,LPSN,VIAV,CBU,ALRM,SHAK,BKU,PPBI,GKOS,MTDR,FHB,ROG,SPSC,STMP,KFY,AJRD,EXLS,LGIH,AGO,WDFC,MTH,NSIT,KLIC,VG,SWN,AIT,FN,ONTO,HP,ABCB,ARNC,LXP,ABG,DIOD,UNF,MED,FUL,SHOO,LCII,HI,EPRT,BBBY,CCOI,MMSI,SMPL,OMI,RCII,KWR,ISBC,ITGR,FELE,SFBS,LTHM,SHEN,SFNC,EGHT,AWR,DORM,AVA,WD,MXL,REGI,BMI,SJI,ABM,CWT,ONB,FORM,ANF,EAT,ALGT,MATX,MDC,SPXC,FIX,UFS,WWW,PRFT,ACA,UCBI,FLOW,KTB,AIN,BRC,SNBR,IBP,AEL,RMBS,IBTX,SM,COLB,EVTC,CVET,MD,JJSF,ATI,PBH,MDRX,CPE,SCL,AAON,GPI,CVBF,PCRX,PLXS,OI,SITC,PRLB,GDOT,IRBT,VCEL,FBP,CADE,SANM,ROCK,UNIT,RPAI,ODP,ESE,MYGN,SBH,CAKE,FWRD,BOOT,MOG.A,CELH,INDB,VSTO,FSS,MLI,BDN,MANT,AX,B,HSKA,EPC,CTRE,CORT,THRM,HTH,VICR,HUBG,UCTT,COOP,FFBC,WGO,SSTK,BCC,AVAV,IDCC,FMBI,TSE,MGLN,XPER,BLMN,IOSP,FCPT,SKYW,RLGY,RNST,SYKE,WSFS,MNRO,CPK,ROIC,RAVN,PSMT,PRGS,SVC,MODV,PMT,XHR,TWO,BIG,BGS,UNFI,WRE,FBC,VRTS,IRT,ARI,CYTK,GMS,CVCO,CCS,INT,AAWW,KALU,PIPR,CORE,BANR,TRMK,n/a,THS,TTGT,TTEC,LGND,CNK,XNCR,ATGE,AMEH,PLMR,AAT,TBK,ARCB,MDP,WIRE,DRH,NMIH,GNW,VBTX,SBCF,GPRE,BCEI,SKT,PRAA,CIVI,NTCT,VRTV,NPO,SUM
10/18/2021,0.0,0.65,0.68,0.0,0.62,0.51,0.57,0.0,0.45,0.55,0.55,0.45,0.36,0.32,0.47,0.33,0.44,0.32,0.47,0.45,0.32,0.34,0.43,0.3,0.59,0.38,0.45,0.36,0.34,0.36,0.35,0.28,0.37,0.38,0.21,0.44,0.35,0.33,0.55,0.0,0.4,0.31,0.4,0.29,0.36,0.3,0.37,0.31,0.3,0.38,0.33,0.36,0.36,0.34,0.33,0.33,0.33,0.38,0.39,0.37,0.31,0.21,0.33,0.31,0.33,0.32,0.33,0.0,0.3,0.34,0.28,0.23,0.31,0.3,0.33,0.28,0.31,0.35,0.4,0.0,0.31,0.26,0.32,0.27,0.27,0.36,0.32,0.26,0.28,0.24,0.29,0.29,0.27,0.27,0.22,0.21,0.27,0.34,0.26,0.26,0.28,0.26,0.24,0.41,0.24,0.28,0.29,0.23,0.25,0.24,0.0,0.25,0.25,0.23,0.26,0.34,0.25,0.27,0.19,0.21,0.21,0.2,0.28,0.0,0.2,0.24,0.27,0.31,0.24,0.23,0.25,0.22,0.29,0.0,0.23,0.22,0.22,0.26,0.27,0.24,0.23,0.26,0.28,0.2,0.2,0.24,0.0,0.2,0.22,0.27,0.22,0.33,0.25,0.23,0.24,0.24,0.23,0.21,0.28,0.0,0.25,0.0,0.0,0.21,0.27,0.2,0.3,0.23,0.0,0.35,0.21,0.22,0.27,0.22,0.19,0.2,0.21,0.2,0.21,0.0,0.0,0.2,0.21,0.24,0.22,0.21,0.0,0.24,0.0,0.21,0.21,0.2,0.0,0.21,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.24,0.21,0.27,0.22,0.21,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.2,0.0,0.21,0.2,0.0,0.21,0.2,0.21,0.0,0.25,0.0,0.2,0.24,0.2,0.22,0.21,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.39
10/19/2021,0.0,0.65,0.71,0.0,0.61,0.51,0.56,0.0,0.45,0.54,0.55,0.42,0.36,0.31,0.48,0.34,0.44,0.32,0.46,0.45,0.32,0.35,0.43,0.29,0.58,0.39,0.46,0.36,0.34,0.36,0.35,0.28,0.37,0.38,0.2,0.43,0.35,0.33,0.55,0.0,0.4,0.31,0.39,0.29,0.37,0.3,0.36,0.31,0.29,0.39,0.33,0.35,0.34,0.34,0.33,0.33,0.33,0.38,0.39,0.37,0.31,0.21,0.34,0.31,0.34,0.31,0.33,0.0,0.3,0.34,0.28,0.23,0.3,0.3,0.33,0.28,0.31,0.35,0.41,0.0,0.31,0.25,0.32,0.27,0.27,0.35,0.32,0.25,0.29,0.24,0.29,0.3,0.27,0.27,0.23,0.21,0.27,0.34,0.26,0.26,0.28,0.26,0.24,0.4,0.24,0.28,0.29,0.22,0.25,0.23,0.0,0.25,0.25,0.23,0.25,0.34,0.26,0.27,0.0,0.21,0.21,0.21,0.28,0.0,0.19,0.24,0.27,0.31,0.24,0.22,0.25,0.22,0.29,0.0,0.24,0.22,0.22,0.26,0.26,0.24,0.23,0.27,0.28,0.2,0.21,0.24,0.0,0.2,0.22,0.27,0.22,0.32,0.25,0.22,0.24,0.24,0.23,0.21,0.27,0.0,0.25,0.0,0.2,0.2,0.27,0.2,0.3,0.23,0.0,0.35,0.21,0.22,0.27,0.22,0.2,0.2,0.21,0.2,0.21,0.0,0.0,0.2,0.21,0.24,0.22,0.21,0.0,0.25,0.0,0.21,0.21,0.2,0.0,0.21,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.24,0.2,0.27,0.22,0.21,0.0,0.29,0.0,0.0,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.2,0.0,0.21,0.21,0.0,0.21,0.2,0.21,0.0,0.26,0.0,0.2,0.24,0.21,0.23,0.22,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.32000000000001
10/20/2021,0.0,0.65,0.71,0.0,0.61,0.51,0.56,0.0,0.45,0.54,0.55,0.42,0.36,0.31,0.48,0.34,0.44,0.32,0.46,0.45,0.32,0.35,0.43,0.29,0.58,0.39,0.46,0.36,0.34,0.36,0.35,0.28,0.37,0.38,0.2,0.43,0.35,0.33,0.55,0.0,0.4,0.31,0.39,0.29,0.37,0.3,0.36,0.31,0.29,0.39,0.33,0.35,0.34,0.34,0.33,0.33,0.33,0.38,0.39,0.37,0.31,0.21,0.34,0.31,0.34,0.31,0.33,0.0,0.3,0.34,0.28,0.23,0.3,0.3,0.33,0.28,0.31,0.35,0.41,0.0,0.31,0.25,0.32,0.27,0.27,0.35,0.32,0.25,0.29,0.24,0.29,0.3,0.27,0.27,0.23,0.21,0.27,0.34,0.26,0.26,0.28,0.26,0.24,0.4,0.24,0.28,0.29,0.22,0.25,0.23,0.0,0.25,0.25,0.23,0.25,0.34,0.26,0.27,0.0,0.21,0.21,0.21,0.28,0.0,0.19,0.24,0.27,0.31,0.24,0.22,0.25,0.22,0.29,0.0,0.24,0.22,0.22,0.26,0.26,0.24,0.23,0.27,0.28,0.2,0.21,0.24,0.0,0.2,0.22,0.27,0.22,0.32,0.25,0.22,0.24,0.24,0.23,0.21,0.27,0.0,0.25,0.0,0.2,0.2,0.27,0.2,0.3,0.23,0.0,0.35,0.21,0.22,0.27,0.22,0.2,0.2,0.21,0.2,0.21,0.0,0.0,0.2,0.21,0.24,0.22,0.21,0.0,0.25,0.0,0.21,0.21,0.2,0.0,0.21,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.24,0.2,0.27,0.22,0.21,0.0,0.29,0.0,0.0,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.2,0.0,0.21,0.21,0.0,0.21,0.2,0.21,0.0,0.26,0.0,0.2,0.24,0.21,0.23,0.22,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.32000000000001
10/21/2021,0.0,0.67,0.83,0.0,0.61,0.51,0.56,0.0,0.45,0.54,0.55,0.43,0.37,0.32,0.47,0.34,0.44,0.32,0.47,0.45,0.32,0.34,0.44,0.3,0.58,0.39,0.47,0.36,0.33,0.36,0.35,0.28,0.37,0.38,0.2,0.46,0.35,0.33,0.56,0.0,0.4,0.31,0.4,0.29,0.37,0.29,0.37,0.31,0.29,0.39,0.31,0.36,0.35,0.34,0.35,0.32,0.33,0.38,0.39,0.38,0.31,0.22,0.34,0.31,0.33,0.31,0.33,0.0,0.3,0.33,0.28,0.23,0.31,0.3,0.33,0.27,0.31,0.36,0.41,0.0,0.31,0.25,0.31,0.27,0.26,0.35,0.33,0.25,0.28,0.23,0.29,0.29,0.27,0.27,0.23,0.21,0.27,0.34,0.26,0.26,0.28,0.26,0.24,0.41,0.24,0.28,0.29,0.23,0.25,0.23,0.2,0.25,0.25,0.23,0.25,0.34,0.26,0.27,0.0,0.21,0.21,0.2,0.28,0.0,0.2,0.24,0.28,0.31,0.24,0.22,0.25,0.22,0.29,0.0,0.23,0.22,0.23,0.27,0.26,0.24,0.22,0.27,0.28,0.2,0.21,0.24,0.0,0.2,0.22,0.27,0.22,0.33,0.25,0.23,0.24,0.24,0.23,0.21,0.27,0.0,0.25,0.0,0.19,0.0,0.27,0.2,0.3,0.23,0.0,0.35,0.21,0.23,0.28,0.22,0.2,0.2,0.21,0.21,0.21,0.0,0.0,0.2,0.2,0.23,0.22,0.2,0.0,0.24,0.0,0.21,0.21,0.19,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.24,0.2,0.27,0.22,0.21,0.0,0.28,0.0,0.0,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.19,0.0,0.21,0.21,0.0,0.2,0.21,0.2,0.0,0.26,0.0,0.19,0.24,0.21,0.22,0.22,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.49000000000001
10/22/2021,0.0,0.67,0.78,0.0,0.61,0.53,0.56,0.0,0.45,0.56,0.54,0.43,0.37,0.34,0.47,0.34,0.44,0.33,0.47,0.44,0.32,0.34,0.44,0.34,0.59,0.39,0.47,0.37,0.33,0.36,0.36,0.28,0.37,0.37,0.2,0.45,0.36,0.34,0.56,0.0,0.39,0.31,0.39,0.29,0.37,0.29,0.37,0.31,0.3,0.38,0.32,0.36,0.34,0.35,0.35,0.33,0.31,0.39,0.39,0.38,0.31,0.22,0.34,0.31,0.33,0.31,0.32,0.0,0.29,0.34,0.28,0.24,0.31,0.3,0.33,0.28,0.32,0.37,0.39,0.0,0.31,0.25,0.31,0.27,0.26,0.35,0.34,0.26,0.28,0.24,0.29,0.29,0.28,0.27,0.22,0.21,0.27,0.34,0.26,0.26,0.28,0.26,0.24,0.41,0.24,0.28,0.3,0.22,0.25,0.23,0.2,0.25,0.26,0.23,0.25,0.35,0.26,0.27,0.2,0.21,0.21,0.2,0.28,0.0,0.2,0.24,0.28,0.31,0.24,0.22,0.25,0.22,0.28,0.0,0.23,0.22,0.23,0.27,0.26,0.24,0.22,0.27,0.27,0.2,0.21,0.24,0.0,0.19,0.22,0.27,0.22,0.34,0.26,0.23,0.24,0.25,0.22,0.21,0.27,0.0,0.25,0.0,0.19,0.0,0.27,0.2,0.3,0.23,0.0,0.35,0.21,0.23,0.27,0.21,0.2,0.2,0.21,0.2,0.21,0.0,0.0,0.2,0.2,0.23,0.22,0.2,0.0,0.24,0.0,0.21,0.21,0.19,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.24,0.2,0.28,0.22,0.21,0.0,0.28,0.0,0.0,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.19,0.0,0.2,0.21,0.0,0.21,0.2,0.21,0.0,0.25,0.0,0.0,0.24,0.21,0.22,0.22,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.58000000000001
10/25/2021,0.0,0.68,0.77,0.0,0.57,0.52,0.58,0.0,0.46,0.58,0.55,0.44,0.36,0.33,0.47,0.34,0.48,0.33,0.47,0.45,0.31,0.35,0.44,0.35,0.57,0.4,0.48,0.33,0.33,0.37,0.35,0.27,0.37,0.39,0.2,0.45,0.36,0.34,0.55,0.0,0.38,0.31,0.38,0.3,0.37,0.27,0.37,0.31,0.33,0.39,0.31,0.37,0.34,0.34,0.35,0.33,0.31,0.38,0.42,0.39,0.29,0.22,0.34,0.32,0.33,0.31,0.33,0.0,0.29,0.34,0.27,0.25,0.32,0.3,0.34,0.29,0.32,0.36,0.39,0.0,0.32,0.24,0.31,0.28,0.26,0.35,0.35,0.26,0.29,0.24,0.28,0.28,0.27,0.26,0.22,0.0,0.27,0.34,0.27,0.26,0.28,0.26,0.25,0.38,0.24,0.29,0.31,0.23,0.25,0.23,0.2,0.26,0.26,0.23,0.26,0.34,0.26,0.27,0.2,0.22,0.2,0.19,0.28,0.0,0.0,0.24,0.27,0.34,0.24,0.22,0.25,0.22,0.28,0.0,0.22,0.22,0.22,0.27,0.27,0.24,0.23,0.32,0.0,0.2,0.21,0.24,0.0,0.0,0.23,0.28,0.22,0.34,0.26,0.24,0.24,0.26,0.22,0.21,0.27,0.0,0.23,0.0,0.2,0.0,0.27,0.2,0.29,0.24,0.0,0.36,0.21,0.22,0.27,0.22,0.2,0.2,0.21,0.21,0.21,0.0,0.0,0.2,0.21,0.23,0.22,0.2,0.0,0.25,0.0,0.21,0.21,0.19,0.0,0.21,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.23,0.2,0.28,0.22,0.22,0.19,0.28,0.0,0.2,0.0,0.19,0.2,0.0,0.21,0.0,0.19,0.2,0.0,0.2,0.21,0.0,0.21,0.2,0.21,0.0,0.25,0.0,0.19,0.24,0.21,0.22,0.21,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.690000000000005
10/26/2021,0.0,0.68,0.77,0.0,0.57,0.52,0.58,0.0,0.45,0.57,0.55,0.43,0.36,0.33,0.47,0.34,0.48,0.33,0.47,0.45,0.31,0.35,0.44,0.35,0.57,0.39,0.48,0.33,0.33,0.37,0.35,0.27,0.37,0.39,0.2,0.45,0.36,0.34,0.55,0.0,0.38,0.31,0.38,0.3,0.37,0.27,0.37,0.31,0.33,0.39,0.31,0.37,0.34,0.34,0.35,0.33,0.31,0.38,0.42,0.39,0.29,0.22,0.34,0.32,0.33,0.31,0.33,0.0,0.29,0.34,0.27,0.25,0.32,0.3,0.33,0.29,0.32,0.36,0.39,0.0,0.32,0.24,0.31,0.28,0.26,0.35,0.35,0.26,0.29,0.24,0.28,0.28,0.27,0.26,0.22,0.0,0.26,0.34,0.27,0.26,0.28,0.26,0.25,0.38,0.24,0.29,0.31,0.23,0.25,0.23,0.2,0.26,0.26,0.23,0.26,0.34,0.26,0.27,0.2,0.22,0.2,0.19,0.28,0.0,0.0,0.24,0.27,0.34,0.24,0.22,0.25,0.22,0.28,0.0,0.22,0.22,0.22,0.27,0.27,0.24,0.22,0.32,0.27,0.2,0.21,0.24,0.0,0.0,0.23,0.28,0.22,0.34,0.26,0.23,0.24,0.26,0.22,0.21,0.26,0.0,0.23,0.0,0.19,0.0,0.27,0.2,0.29,0.24,0.0,0.36,0.21,0.22,0.27,0.21,0.2,0.19,0.21,0.21,0.21,0.0,0.0,0.2,0.21,0.22,0.21,0.2,0.0,0.25,0.0,0.21,0.21,0.19,0.0,0.21,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.23,0.2,0.28,0.22,0.22,0.0,0.28,0.0,0.2,0.0,0.19,0.2,0.0,0.21,0.0,0.19,0.2,0.0,0.2,0.21,0.0,0.21,0.2,0.21,0.0,0.25,0.0,0.19,0.24,0.21,0.22,0.21,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.63
10/27/2021,0.0,0.68,0.78,0.0,0.57,0.52,0.58,0.0,0.46,0.58,0.56,0.43,0.35,0.32,0.49,0.34,0.47,0.33,0.47,0.45,0.31,0.35,0.45,0.35,0.6,0.4,0.48,0.33,0.33,0.37,0.35,0.26,0.36,0.39,0.2,0.45,0.36,0.34,0.56,0.0,0.38,0.31,0.39,0.3,0.37,0.28,0.37,0.31,0.32,0.38,0.32,0.37,0.33,0.34,0.35,0.34,0.31,0.38,0.41,0.39,0.29,0.22,0.34,0.32,0.33,0.31,0.33,0.0,0.3,0.34,0.3,0.26,0.33,0.29,0.34,0.28,0.32,0.36,0.38,0.0,0.32,0.24,0.31,0.28,0.26,0.35,0.35,0.27,0.29,0.24,0.28,0.29,0.28,0.27,0.22,0.0,0.26,0.34,0.26,0.26,0.29,0.26,0.25,0.38,0.24,0.29,0.31,0.23,0.25,0.23,0.2,0.26,0.26,0.23,0.26,0.35,0.26,0.26,0.19,0.22,0.21,0.0,0.28,0.0,0.0,0.24,0.27,0.34,0.24,0.22,0.25,0.21,0.28,0.0,0.23,0.21,0.22,0.28,0.25,0.23,0.22,0.31,0.0,0.2,0.21,0.24,0.0,0.19,0.23,0.28,0.22,0.34,0.26,0.24,0.24,0.26,0.22,0.22,0.27,0.0,0.23,0.0,0.2,0.0,0.27,0.2,0.29,0.24,0.0,0.36,0.22,0.21,0.27,0.22,0.2,0.2,0.21,0.21,0.21,0.0,0.0,0.2,0.21,0.22,0.21,0.2,0.0,0.25,0.0,0.22,0.21,0.19,0.0,0.21,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.23,0.2,0.27,0.22,0.22,0.19,0.29,0.0,0.19,0.0,0.0,0.2,0.0,0.22,0.0,0.2,0.2,0.0,0.2,0.21,0.0,0.21,0.2,0.22,0.0,0.25,0.0,0.19,0.26,0.21,0.22,0.22,0.0,0.2,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.78
10/28/2021,0.0,0.68,0.78,0.0,0.58,0.52,0.58,0.0,0.45,0.59,0.55,0.43,0.34,0.33,0.49,0.33,0.48,0.33,0.47,0.44,0.31,0.35,0.45,0.35,0.63,0.39,0.48,0.33,0.32,0.37,0.35,0.26,0.36,0.39,0.19,0.46,0.35,0.34,0.56,0.0,0.39,0.3,0.38,0.29,0.37,0.29,0.37,0.31,0.32,0.38,0.34,0.37,0.33,0.34,0.34,0.34,0.3,0.38,0.4,0.39,0.29,0.23,0.34,0.33,0.33,0.31,0.33,0.0,0.29,0.32,0.3,0.25,0.33,0.3,0.34,0.29,0.32,0.36,0.39,0.0,0.31,0.24,0.31,0.27,0.26,0.35,0.35,0.28,0.28,0.24,0.28,0.29,0.28,0.28,0.23,0.0,0.26,0.35,0.27,0.25,0.29,0.26,0.25,0.38,0.24,0.29,0.3,0.23,0.25,0.23,0.2,0.27,0.26,0.24,0.26,0.37,0.26,0.26,0.0,0.22,0.2,0.0,0.28,0.0,0.2,0.24,0.27,0.34,0.24,0.22,0.25,0.21,0.28,0.2,0.23,0.21,0.22,0.29,0.25,0.24,0.22,0.31,0.0,0.2,0.21,0.24,0.0,0.0,0.23,0.28,0.22,0.35,0.26,0.23,0.24,0.28,0.22,0.22,0.26,0.0,0.22,0.0,0.19,0.0,0.27,0.2,0.29,0.24,0.0,0.36,0.22,0.21,0.26,0.22,0.2,0.2,0.22,0.22,0.21,0.0,0.0,0.2,0.21,0.22,0.22,0.2,0.0,0.24,0.0,0.22,0.21,0.19,0.0,0.21,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.23,0.2,0.27,0.22,0.22,0.0,0.28,0.19,0.0,0.0,0.2,0.21,0.0,0.22,0.0,0.19,0.2,0.0,0.19,0.21,0.0,0.21,0.2,0.21,0.0,0.25,0.0,0.19,0.26,0.21,0.22,0.22,0.0,0.2,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.81
10/29/2021,0.0,0.7,0.77,0.0,0.57,0.53,0.57,0.0,0.46,0.6,0.56,0.43,0.35,0.34,0.5,0.32,0.48,0.33,0.47,0.45,0.31,0.34,0.43,0.35,0.64,0.39,0.48,0.33,0.32,0.37,0.35,0.26,0.36,0.39,0.19,0.47,0.35,0.34,0.58,0.0,0.39,0.29,0.39,0.3,0.37,0.29,0.37,0.31,0.32,0.38,0.34,0.37,0.33,0.35,0.34,0.34,0.3,0.38,0.38,0.4,0.29,0.22,0.35,0.33,0.33,0.31,0.33,0.0,0.3,0.33,0.31,0.25,0.31,0.31,0.34,0.29,0.32,0.37,0.39,0.0,0.31,0.24,0.31,0.27,0.26,0.35,0.35,0.28,0.28,0.24,0.28,0.29,0.28,0.27,0.23,0.0,0.26,0.35,0.27,0.26,0.29,0.26,0.26,0.38,0.24,0.29,0.31,0.25,0.25,0.23,0.2,0.27,0.26,0.23,0.24,0.38,0.25,0.26,0.0,0.22,0.21,0.0,0.28,0.0,0.21,0.24,0.27,0.32,0.24,0.22,0.25,0.2,0.28,0.19,0.23,0.21,0.22,0.29,0.24,0.24,0.22,0.31,0.0,0.19,0.21,0.22,0.0,0.0,0.24,0.28,0.22,0.35,0.26,0.23,0.24,0.28,0.22,0.22,0.27,0.0,0.23,0.0,0.19,0.0,0.27,0.2,0.3,0.25,0.0,0.36,0.22,0.21,0.27,0.21,0.2,0.19,0.21,0.21,0.21,0.0,0.0,0.2,0.21,0.22,0.22,0.2,0.0,0.24,0.0,0.22,0.21,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.23,0.2,0.27,0.22,0.22,0.0,0.28,0.0,0.19,0.0,0.19,0.21,0.0,0.22,0.0,0.19,0.2,0.0,0.2,0.23,0.0,0.22,0.2,0.21,0.0,0.25,0.19,0.2,0.26,0.21,0.22,0.22,0.0,0.2,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.91
11/01/2021,0.0,0.71,0.77,0.0,0.58,0.53,0.61,0.0,0.47,0.59,0.57,0.44,0.38,0.33,0.49,0.33,0.48,0.33,0.47,0.45,0.33,0.34,0.44,0.33,0.59,0.4,0.48,0.32,0.33,0.36,0.36,0.26,0.36,0.38,0.2,0.44,0.33,0.35,0.58,0.0,0.4,0.31,0.38,0.3,0.38,0.3,0.39,0.31,0.33,0.37,0.33,0.36,0.33,0.36,0.33,0.33,0.31,0.39,0.36,0.41,0.29,0.22,0.35,0.33,0.33,0.31,0.34,0.0,0.3,0.32,0.32,0.26,0.3,0.31,0.33,0.29,0.31,0.37,0.41,0.0,0.3,0.24,0.32,0.28,0.26,0.36,0.4,0.29,0.28,0.24,0.28,0.29,0.27,0.29,0.22,0.0,0.25,0.34,0.26,0.25,0.31,0.26,0.25,0.39,0.24,0.29,0.3,0.24,0.24,0.24,0.2,0.27,0.26,0.24,0.25,0.37,0.25,0.25,0.19,0.23,0.21,0.2,0.28,0.0,0.2,0.24,0.28,0.31,0.24,0.22,0.23,0.19,0.27,0.0,0.22,0.22,0.22,0.28,0.0,0.23,0.2,0.31,0.0,0.19,0.21,0.24,0.0,0.0,0.25,0.29,0.21,0.35,0.26,0.22,0.25,0.28,0.21,0.22,0.26,0.0,0.23,0.0,0.2,0.0,0.24,0.2,0.3,0.25,0.22,0.36,0.21,0.22,0.26,0.2,0.19,0.2,0.21,0.21,0.21,0.0,0.0,0.21,0.21,0.22,0.21,0.2,0.0,0.23,0.19,0.22,0.2,0.19,0.0,0.21,0.0,0.0,0.0,0.19,0.21,0.0,0.0,0.23,0.2,0.25,0.21,0.24,0.0,0.28,0.19,0.19,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.22,0.0,0.23,0.19,0.22,0.0,0.26,0.2,0.0,0.26,0.22,0.22,0.26,0.0,0.2,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.940000000000005
11/02/2021,0.0,0.73,0.78,0.0,0.6,0.53,0.59,0.0,0.46,0.59,0.56,0.44,0.39,0.33,0.49,0.33,0.48,0.33,0.47,0.44,0.33,0.34,0.44,0.33,0.57,0.4,0.49,0.31,0.33,0.36,0.36,0.26,0.35,0.37,0.2,0.43,0.34,0.35,0.52,0.0,0.4,0.31,0.38,0.3,0.38,0.29,0.39,0.31,0.33,0.38,0.31,0.36,0.33,0.37,0.32,0.33,0.3,0.38,0.36,0.41,0.28,0.22,0.35,0.33,0.33,0.31,0.33,0.0,0.31,0.32,0.31,0.26,0.3,0.31,0.33,0.28,0.32,0.37,0.43,0.0,0.31,0.24,0.31,0.28,0.26,0.36,0.42,0.3,0.28,0.24,0.28,0.29,0.27,0.29,0.23,0.0,0.25,0.34,0.26,0.25,0.31,0.26,0.26,0.38,0.24,0.28,0.29,0.24,0.25,0.24,0.2,0.28,0.25,0.24,0.25,0.39,0.25,0.25,0.2,0.22,0.21,0.19,0.28,0.0,0.19,0.24,0.28,0.31,0.24,0.22,0.23,0.19,0.27,0.0,0.22,0.22,0.2,0.27,0.0,0.23,0.2,0.31,0.0,0.19,0.21,0.23,0.0,0.0,0.26,0.29,0.21,0.35,0.26,0.23,0.25,0.28,0.21,0.22,0.27,0.0,0.22,0.0,0.19,0.0,0.23,0.21,0.3,0.25,0.21,0.36,0.21,0.22,0.27,0.21,0.19,0.19,0.21,0.21,0.21,0.0,0.0,0.21,0.21,0.21,0.19,0.2,0.0,0.23,0.19,0.22,0.2,0.19,0.0,0.21,0.0,0.0,0.0,0.19,0.21,0.0,0.0,0.23,0.2,0.24,0.22,0.23,0.0,0.27,0.2,0.19,0.0,0.0,0.21,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.0,0.22,0.0,0.24,0.21,0.0,0.26,0.22,0.22,0.26,0.0,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.760000000000005
